алкалоид алкалоиды
альтернативный альтернативные
атлас атлас
ацетилшиконин ацетилшиконин
бакина бакин
белые белые
бета бета
биология биология
боковой боковыми
болезнь болезни
боль болей боли
бурачниковый бурачниковые
бутеновый бутеновая
верхний верхняя
верхушка верхушка верхушкой
волосок волосками
воробейник воробейник
встречаемость встречаемость
встречаться встречается
выдающийся выдающимися
высота высота
гемикриптофит гемикриптофит
гидроксиисовалерилшиконин гидроксиисовалерилшиконин
гидрохинон гидрохинона
главный главной
головной головной
грациклейстантозид грациклейстантозид
два двумя
действие действия
димерный димерные
европейский европейской
желтоватый желтовато
желудок желудке
желчегонный желчегонное желчегонным
жизненный жизненная
жилка жилками
журнал журнал
заболевание заболеваниях
завиток завиток
завязь завязь
запор запорах
зелёный зеленые
изд изд
изобутирить изобутирил
изредка изредка
интегративный интегративная
информация информации
использоваться используется
источник источник
июль июль
июнь июнь
казан казан
казань казань
калий калий
карбонатный карбонатным
каромат кароматов
каротиноид каротиноиды
карта карта
кислота кислота кислоту
кмк кмк
компонент компонентами
кора кора
корень корень корней корни
кустарник кустарникам
ланцетный ланцетные
легенда легенда
лекарственный лекарственное лекарственный
лес лесов
летучий летучего
лист листья
литература литература
литоспермин литоспермин
литоспермовый литоспермовую
магний магний
маевский маевский
масло масла
медицина медицина
мелкий мелкие
метил метил
метилбутановый метилбутановая
метиллинолеат метиллинолеат
метилолеат метилолеат
метилпальмитат метилпальмитат
метилпропановый метилпропановая
миконина миконин
многолетник многолетник
морфологический морфологическая
мочегонное мочегонное мочегонным
мочекаменный мочекаменной
мухаммед мухаммедов
надземный надземные
название названия
наим наимов
накапливать накапливает
наличие наличие
натрий натрий
научий науч
научный научный
нафтохинон нафтохинона
нижний нижней
обезболивать обезболивающее обезболивающим
обладать обладает
обнажение обнажениям
обнаружить обнаружены
ограничение ограничений
октадекатетраеновый октадекатетраеновая
опушить опушенные опушены
опушка опушкам
орган органы
организм организм
основный основными
остепненный остепненным
острый острой
отгиб отгибом
очередной очередные
перспективный перспективное
пигмент пигмент
плод плод
полоса полосы
предыдущий предыдущее
прижать прижатыми
применение применение
применяться применяется
производный производное производные
простой простые
простудный простудных
противовоспалительный противовоспалительное противовоспалительным
прямостоячий прямостоячие
пыление пыления
разветвить разветвленные
распространение распространения
растение растение растений растения
редко редко
рогов рогова
россия россии
сбор сбора
сверху сверху
светлый светлые
свойство свойством
семейство семейство
сильно сильно
ситниковый ситников
склон склонам
слабительное слабительное слабительным
следующий следующее
смотреть см
снизу снизу
сова сова
содержать содержат содержит
состав состав
сосудистый сосудистые
соцветие соцветие
спорадически спорадически
спороношение спороношения
средний средней
стебель стебли
стержневой стержневой
стержнекорневой стержнекорневой
стерин стерины
сторона стороне
сциллита сциллит
татарстан татарстана
темно темно
тип тип
тов тов
толстый толстые
тонизировать тонизирующим
трава трава траве
травянистый травянистый
тычинка тычинок
уна ун
уридина уридин
фитохимический фитохимический
флора флора
форма форма
фотограф фотограф
фотография фотографии
фурил фурил
характеристика характеристика
цветение цветения
цветок цветки
цветущий цветущего
ценобия ценобий
циноглоссин циноглоссин
часть части
шарипов шарипов
шикометаболин шикометаболин
шиконина шиконин
шиконофуран шиконофуран
электронный электронный
являться являются
