алкалоид алкалоиды
альтернативный альтернативные
аминокислота аминокислоты
антимикробный антимикробным
аппетит аппетит
атлас атлас
бакина бакин
белка белки
белые белые
болезнь болезнях
верхний верхние верхняя
витамин витамин
вместо вместо
воспалительный воспалительных
встречаемость встречаемость
встречаться встречается
высота высота
гликозид гликозиды
горло горла
горчичник горчичников
действие действием действия
дичать дичает
дыхательный дыхательных
европейский европейской
железо железо
жизненный жизненная
жирный жирных
завязь завязь
изд изд
изредка изредка
информация информации
использовать использовать
использоваться используется
источник источник
июль июль
июнь июнь
казан казан
казань казань
капустный капустные
кардиотонический кардиотонические
карта карта
качество качестве
кислота кислоты
кисть кисть
клоповник клоповник
кмк кмк
корень корень
кресс кресс
кумарин кумарины
легенда легенда
линейный линейные
лист листья
литература литература
маевский маевский
морфологический морфологическая
мочегонное мочегонное мочегонным
надземный надземные
название названия
наличие наличие
научий науч
нижний нижние
обладать обладает
овощной овощного
огородный огородных
ограничение ограничений
однолетник однолетник
окат окатов
омега омега
орган органы
организм организм
перистораздельный перистораздельные
плод плод
полоса полосы
полоскание полоскания
полость полости
порошок порошок
посевная посевной
предыдущий предыдущее
применение применение
применяться применяется
противомикробный противомикробное
противоцинготный противоцинготное противоцинготным
процесс процессах
прямостоячий прямостоячий
путь путей
пыление пыления
разводиться разводится
распространение распространения
растение растений растения
редко редко
рогов рогова
розовый розовые
россия россии
рот рта
садов садово
салат салат
сбор сбора
семейство семейство
семя семена семян
сердечный сердечные
ситниковый ситников
следующий следующее
смотреть см
содержать содержат
сон сон
состав состав
сосудистый сосудистые
соцветие соцветие
спорадически спорадически
спороношение спороношения
средний средней средние
стебель стебель
стержневой стержневой
стручок стручок
татарстан татарстана
терофит терофит
тип тип
тов тов
толчёный толченых
трава трава
тычинка тычинок
улучшать улучшает
уна ун
участок участках
фенол фенолы
фитохимический фитохимический
флавоноид флавоноиды
флора флора
форма форма
фотограф фотограф
фотография фотографии
характеристика характеристика
цветение цветения
цветок цветки
цветущий цветущие
цельный цельные
часть части
