алкалоид алкалоиды
альтернативный альтернативные
атлас атлас
бакина бакин
больший большим
верхний верхние
внутренний внутренних
встречаемость встречаемость
встречаться встречается
высота высота
гемикриптофит гемикриптофит
гинекологический гинекологической
глубоко глубоко
глюкозид глюкозид глюкозида
двулетник двулетник
действие действия
дигидроксить дигидрокси
диметоксикумарин диметоксикумарин
длинный длинных
дорога дорог
европейский европейской
жизненный жизненная
жёлтый желтые
завязь завязь
изд изд
изорамнетина изорамнетин
кадыров кадырова
казан казан
казань казань
карта карта
качество качестве
кмк кмк
колокольчатый колокольчатые
корень корень
корзинка корзинка корзинки
короткий короткий
крестовник крестовник крестовника
кровоостанавливающий кровоостанавливающее кровоостанавливающих
ланцетовидный ланцетовидные
легенда легенда
лист листья
листочек листочками листочков
литература литература
лопастный лопастные
лопатчатый лопатчатые
маевский маевский
май мая
мелкий мелкими
место местам
метёлка метелку
морфологический морфологическая
мусорный мусорным
надземный надземные
название названия
наличие наличие
наружное наружными
населить населенным
настой настой
научий науч
нижний нижние нижняя
образовать образована
обыкновенный обыкновенного обыкновенный
обёртка обертка
огород огородам
ограничение ограничений
однолетник однолетник
орган органы
организм организм
очередной очередные
перистый перисто
плод плод
полоса полосы
практика практике
предыдущий предыдущее
применение применение
применяться применяются
примечание примечание
продолговатый продолговато
прямостоячий прямостоячий
пункт пунктам
пыление пыления
распространение распространения
растение растение растений растения
редко редко
рогов рогова
россия россии
сад садам
сбор сбора
семейство семейство
семянка семянка
сенеционин сенеционин
сенецифиллин сенецифиллин
сентябрь сентябрь
сидячий сидячие
ситниковый ситников
ситостерол ситостерол
слабоветвистый слабоветвистый
следующий следующее
сложноцветный сложноцветные
смотреть см
собрать собраны
содержать содержит
соединение соединения
состав состав
сосудистый сосудистые
соцветие соцветие
спорадически спорадически
спороношение спороношения
средний средней средние
средство средств
стебель стебель
стеблеобъемлющий стеблеобъемлющие
стержневой стержневой
стероидный стероидные
стигмастерол стигмастерол
сузить суженные
татарстан татарстана
терофит терофит
тип тип
тов тов
трава трава
трубчатый трубчатые
тычинка тычинок
уна ун
фитохимический фитохимический
флора флора
форма форма
фотограф фотограф
характеристика характеристика
хохолок хохолком
цветение цветения
цветок цветки
цветущий цветущее
часть части
черешковый черешковые
черешок черешок
число числом
шиловидный шиловидными
щитковидный щитковидную
экстракт экстракт
ядовитый ядовитое ядовитый
