алкалоид алкалоидов
альтернативный альтернативные
антоциан антоцианы
аппетит аппетит
апрель апрель
атлас атлас
атонический атонических
бакина бакин
барбарис барбарис
барбарисовый барбарисовые
берберин берберин
верхний верхняя
весна весной
ветвиться ветвится
ветка ветки
вид виде
витамин витамин
вкус вкуса
возбуждать возбуждающее
воспалительный воспалительных
встречаемость встречаемость
встречаться встречается
высота высотой
высушить высушенные
гэотар гэотар
действие действия
декоративный декоративного
дельфинидина дельфинидин
дичать дичает
европейский европейской
желчегонный желчегонное
жизненный жизненная
жёлтый желтые
завязь завязь
земля земли
изд изд
изохинолинов изохинолиновых
изредка изредка
информация информации
июнь июнь
кадыров кадырова
казан казан
казань казань
каротиноид каротиноиды
карта карта
качество качестве
кислота кислоты
кислый кислого
кисть кисть
кмк кмк
колючка колючки
корень корни
корневище корневища
короткочерешковый короткочерешковые
красный красная
кровоостанавливающий кровоостанавливающее
кровотечение кровотечениях
кровь крови
кумарин кумарины
кустарник кустарник
легенда легенда
леса лесам
лист листья
литература литература
маевский маевский
май май
матка матке
маточный маточных
медиа медиа
медь медь
моногликозид моногликозиды
морфологический морфологическая
название названия
накапливать накапливают
наличие наличие
нанофанерофит нанофанерофит
настойка настойки
научий науч
нектарник нектарники
нормальный нормальные
обыкновенный обыкновенный
ограничение ограничений
орган органы
организм организм
осветлить осветленным
осень осенью
основание основании
основной основной
очистить очищенные
парка парках
пеонидина пеонидин
пестик пестик
плод плод плодами плоды
побег побеги
повышать повышающее
подземный подземные
полоса полосы
предыдущий предыдущее
применение применение
применяться применяются
причём причем
продолговатый продолговатая
противовоспалительный противовоспалительное
противодиарейный противодиарейное
процесс процессах
прямостоячий прямостоячие
пыление пыления
развиваться развиваются
разводиться разводится
разрезать разрезанные
распространение распространения
растение растений растения
редко редко
рогов рогова
россия россии
сад садах
самылина самылина
сбор сбора
свежий свежие
свёртываемость свертываемость
семейство семейство
сильно сильно
ситниковый ситников
следующий следующее
случай случае
собранный собранные
содержать содержат
состав состав
сосудистый сосудистые
соцветие соцветие
спорадически спорадически
спороношение спороношения
средний средней
средство средство
сумма сумму
татарстан татарстана
тип тип
тов тов
тщательно тщательно
тычинка тычинок
удлинённый удлиненные удлиненных
укоротить укороченных
уна ун
фармакогнозия фармакогнозия
фенолкарбоновый фенолкарбоновые
фитохимический фитохимический
флора флора
форма форма
фотограф фотограф
характеристика характеристика
цветение цветения
цветковый цветков
цветок цветка цветки
цианидина цианидина
часть части
элиптический элиптические
ягода ягода
яковлев яковлев
ярко ярко
