активный активных
альтернативный альтернативные
атлас атлас
бакина бакин
бешлея бешлей
биологически биологически
биологический биологические
биология биология
боль болях
верхний верхней верхняя
ветвистый ветвистое
ветвиться ветвящиеся
вещество веществ
вид виде
встречаемость встречаемость
встречаться встречается
высота высота
высушить высушенная
гвоздик гвоздика
гвоздичный гвоздичные
гемикриптофит гемикриптофит
геморрой геморрое
гипсогенин гипсогенин
гипсогеновый гипсогеновую
густооблиственный густооблиственные
действие действия
длинный длинные длинных
европейский европейской
желудочный желудочно
жизненный жизненная
заболевание заболеваниях
завязь завязь
зимнезелёный зимнезеленый
зимовать зимующие
зубчатый зубчатые
известие известия
изд изд
информация информации
источник источник
июль июль
июнь июнь
казан казан
казань казань
карта карта
кислота кислоту
кишечный кишечном
кмк кмк
коми коми
корневище корневище
коробочка коробочка
короткий короткие короткое
край краю
кровоостанавливающий кровоостанавливающее
кровотечение кровотечениях
легенда легенда
лес лесов
летний летне
лист листья
литература литература
луг лугам
маевский маевский
маточный маточных
многолетник многолетник
морфологический морфологическая
надземный надземные
название названия
наличие наличие
настой настоев
научий науч
научный научного
нецветоносный нецветоносные
ограничение ограничений
одиночный одиночные
опушка опушкам
орган органы
организм организм
отвар отвара
плод плод
побег побеги
пойменный пойменным
полоса полосы
поляна полянам
предыдущий предыдущее
прикорневой прикорневой
применение применение
применяться применяется
прицветный прицветные
продолговатый продолговатые
пыление пыления
ран ран
распространение распространение распространения
растение растение растений растения
редко редко
рогов рогова
розетка розетки
россия россии
сапонин сапонины
сбор сбора
свойство свойства
семейство семейства семейство
сердечный сердечных
серия серия
ситниковый ситников
следующий следующее
смотреть см
собрать собранная
содержание содержание
содержать содержит
состав состав
сосудистый сосудистые
спорадически спорадически
спороношение спороношения
средний средней
средство средство
стеблевой стеблевые
стержнекорневой стержнекорневой
столбик столбиков
супротивный супротивные
татарстан татарстана
тип тип типов
тов тов
трава трава
травянистый травянистый
травянка травянка
тракт тракте
тычинка тычинок
уна ун
урщ урщ
уфимцев уфимцев
фитохимический фитохимический
флора флора
форма форма
фотограф фотограф
фотография фотографии
хамефита хамефит
характеристика характеристика
цветение цветения
цветок цветки
цветоножка цветоножках
цветоносный цветоносные
цветущий цветущее
цельный цельные
центр центра
часть части
чешуя чешуи
ширшов ширшова
эбель эбель
экология экология
экспериментальный экспериментальная
